skill_1,skill_2,frequency
accept own accountability,rhetoric,1
accept own accountability,security of assets legislation,1
communication,ensure compliance with policies,1
communication,evaluate project plans,1
communication,integrated circuits,1
communication,integrated development environment software,1
communication,liaise with quality assurance,1
augmented reality,demonstrate leadership in social service cases,1
augmented reality,design management,1
augmented reality,engage with stakeholders,1
augmented reality,ensure compliance with policies,1
augmented reality,evaluate project plans,1
augmented reality,identify process improvements,1
augmented reality,integrated development environment software,1
augmented reality,liaise with quality assurance,1
augmented reality,make decisions,1
augmented reality,manage drilling team,1
augmented reality,metrology,1
control compliance of railway vehicles regulations,engage with stakeholders,1
control compliance of railway vehicles regulations,ensure compliance with policies,1
control compliance of railway vehicles regulations,evaluate project plans,1
control compliance of railway vehicles regulations,integrated circuits,1
control compliance of railway vehicles regulations,integrated development environment software,1
control compliance of railway vehicles regulations,liaise with quality assurance,1
augmented reality,reputation management,1
augmented reality,rhetoric,1
augmented reality,risk management,1
augmented reality,security of assets legislation,1
augmented reality,semiconductors,1
augmented reality,show diplomacy,1
augmented reality,solar energy,1
augmented reality,solve problems,1
communication,control compliance of railway vehicles regulations,1
communication,design management,1
control compliance of railway vehicles regulations,solar energy,1
control compliance of railway vehicles regulations,solve problems,1
demonstrate leadership in social service cases,design management,1
demonstrate leadership in social service cases,ensure compliance with policies,1
demonstrate leadership in social service cases,evaluate project plans,1
demonstrate leadership in social service cases,identify process improvements,1
communication,manage drilling team,1
communication,metrology,1
communication,plan resource allocation,1
communication,policy analysis,1
communication,reputation management,1
communication,security of assets legislation,1
communication,show diplomacy,1
communication,solar energy,1
control compliance of railway vehicles regulations,demonstrate leadership in social service cases,1
control compliance of railway vehicles regulations,design management,1
demonstrate leadership in social service cases,solar energy,1
design management,engage with stakeholders,1
design management,ensure compliance with policies,1
design management,evaluate project plans,1
design management,identify process improvements,1
design management,integrated circuits,1
control compliance of railway vehicles regulations,make decisions,1
control compliance of railway vehicles regulations,manage drilling team,1
control compliance of railway vehicles regulations,metrology,1
control compliance of railway vehicles regulations,plan resource allocation,1
control compliance of railway vehicles regulations,policy analysis,1
control compliance of railway vehicles regulations,reputation management,1
control compliance of railway vehicles regulations,rhetoric,1
control compliance of railway vehicles regulations,risk management,1
control compliance of railway vehicles regulations,security of assets legislation,1
control compliance of railway vehicles regulations,show diplomacy,1
design management,rhetoric,1
design management,risk management,1
design management,security of assets legislation,1
design management,semiconductors,1
design management,show diplomacy,1
design management,solar energy,1
demonstrate leadership in social service cases,integrated circuits,1
demonstrate leadership in social service cases,integrated development environment software,1
demonstrate leadership in social service cases,liaise with quality assurance,1
demonstrate leadership in social service cases,metrology,1
demonstrate leadership in social service cases,plan resource allocation,1
demonstrate leadership in social service cases,policy analysis,1
demonstrate leadership in social service cases,reputation management,1
demonstrate leadership in social service cases,rhetoric,1
demonstrate leadership in social service cases,security of assets legislation,1
demonstrate leadership in social service cases,show diplomacy,1
engage with stakeholders,reputation management,1
engage with stakeholders,security of assets legislation,1
engage with stakeholders,semiconductors,1
engage with stakeholders,show diplomacy,1
engage with stakeholders,solar energy,1
ensure compliance with policies,evaluate project plans,1
design management,integrated development environment software,1
design management,liaise with quality assurance,1
design management,make decisions,1
design management,manage drilling team,1
design management,metrology,1
design management,natural gas,1
design management,plan resource allocation,1
design management,policy analysis,1
design management,project management,1
design management,reputation management,1
ensure compliance with policies,policy analysis,1
ensure compliance with policies,project management,1
ensure compliance with policies,reputation management,1
ensure compliance with policies,rhetoric,1
ensure compliance with policies,risk management,1
ensure compliance with policies,security of assets legislation,1
ensure compliance with policies,semiconductors,1
design management,solve problems,1
engage with stakeholders,ensure compliance with policies,1
engage with stakeholders,evaluate project plans,1
engage with stakeholders,integrated circuits,1
engage with stakeholders,integrated development environment software,1
engage with stakeholders,metrology,1
engage with stakeholders,natural gas,1
engage with stakeholders,plan resource allocation,1
engage with stakeholders,policy analysis,1
evaluate project plans,metrology,1
evaluate project plans,natural gas,1
evaluate project plans,plan resource allocation,1
evaluate project plans,policy analysis,1
evaluate project plans,project management,1
evaluate project plans,reputation management,1
evaluate project plans,rhetoric,1
ensure compliance with policies,identify process improvements,1
ensure compliance with policies,integrated circuits,1
ensure compliance with policies,integrated development environment software,1
ensure compliance with policies,liaise with quality assurance,1
ensure compliance with policies,make decisions,1
ensure compliance with policies,manage drilling team,1
ensure compliance with policies,metrology,1
ensure compliance with policies,natural gas,1
ensure compliance with policies,plan resource allocation,1
identify process improvements,manage drilling team,1
identify process improvements,metrology,1
identify process improvements,plan resource allocation,1
identify process improvements,policy analysis,1
identify process improvements,reputation management,1
identify process improvements,rhetoric,1
identify process improvements,risk management,1
ensure compliance with policies,show diplomacy,1
ensure compliance with policies,solar energy,1
ensure compliance with policies,solve problems,1
evaluate project plans,identify process improvements,1
evaluate project plans,integrated circuits,1
evaluate project plans,integrated development environment software,1
evaluate project plans,liaise with quality assurance,1
evaluate project plans,make decisions,1
evaluate project plans,manage drilling team,1
integrated circuits,metrology,1
integrated circuits,natural gas,1
integrated circuits,plan resource allocation,1
integrated circuits,policy analysis,1
integrated circuits,reputation management,1
integrated circuits,rhetoric,1
integrated circuits,risk management,1
integrated circuits,security of assets legislation,1
evaluate project plans,risk management,1
evaluate project plans,security of assets legislation,1
evaluate project plans,semiconductors,1
evaluate project plans,show diplomacy,1
evaluate project plans,solar energy,1
evaluate project plans,solve problems,1
identify process improvements,integrated development environment software,1
identify process improvements,liaise with quality assurance,1
integrated development environment software,natural gas,1
integrated development environment software,plan resource allocation,1
integrated development environment software,policy analysis,1
integrated development environment software,project management,1
integrated development environment software,reputation management,1
integrated development environment software,rhetoric,1
integrated development environment software,risk management,1
integrated development environment software,security of assets legislation,1
integrated development environment software,show diplomacy,1
integrated development environment software,solve problems,1
identify process improvements,security of assets legislation,1
identify process improvements,show diplomacy,1
integrated circuits,integrated development environment software,1
integrated circuits,liaise with quality assurance,1
integrated circuits,make decisions,1
integrated circuits,manage drilling team,1
integrated circuits,solar energy,1
integrated development environment software,liaise with quality assurance,1
integrated development environment software,make decisions,1
integrated development environment software,manage drilling team,1
integrated development environment software,metrology,1
Software Development Life Cycle,database,1
Software Development Life Cycle,digital identity management,1
Software Development Life Cycle,distributed computing,1
Software Development Life Cycle,manage workflow processes,1
analyse pipeline database information,digital identity management,1
analyse pipeline database information,manage workflow processes,1
Oracle Warehouse Builder,manage workflow processes,1
Oracle Warehouse Builder,reverse engineering,1
Python,Software Development Life Cycle,1
Python,digital identity management,1
Python,distributed computing,1
manage drilling team,security of assets legislation,1
manage drilling team,semiconductors,1
liaise with quality assurance,make decisions,1
liaise with quality assurance,manage drilling team,1
liaise with quality assurance,metrology,1
liaise with quality assurance,plan resource allocation,1
liaise with quality assurance,policy analysis,1
liaise with quality assurance,reputation management,1
liaise with quality assurance,rhetoric,1
liaise with quality assurance,security of assets legislation,1
liaise with quality assurance,semiconductors,1
liaise with quality assurance,show diplomacy,1
liaise with quality assurance,solve problems,1
make decisions,manage drilling team,1
make decisions,metrology,1
integrated circuits,show diplomacy,1
metrology,solve problems,1
natural gas,plan resource allocation,1
make decisions,plan resource allocation,1
make decisions,policy analysis,1
make decisions,reputation management,1
make decisions,rhetoric,1
make decisions,security of assets legislation,1
make decisions,show diplomacy,1
make decisions,solar energy,1
manage drilling team,metrology,1
manage drilling team,natural gas,1
manage drilling team,plan resource allocation,1
manage drilling team,policy analysis,1
manage drilling team,project management,1
manage drilling team,reputation management,1
manage drilling team,rhetoric,1
plan resource allocation,solve problems,1
policy analysis,project management,1
manage drilling team,show diplomacy,1
manage drilling team,solar energy,1
manage drilling team,solve problems,1
metrology,natural gas,1
metrology,plan resource allocation,1
metrology,policy analysis,1
metrology,project management,1
metrology,reputation management,1
metrology,rhetoric,1
metrology,risk management,1
metrology,security of assets legislation,1
metrology,semiconductors,1
metrology,show diplomacy,1
metrology,solar energy,1
reputation management,security of assets legislation,1
reputation management,semiconductors,1
reputation management,show diplomacy,1
natural gas,policy analysis,1
natural gas,reputation management,1
natural gas,security of assets legislation,1
natural gas,show diplomacy,1
plan resource allocation,policy analysis,1
plan resource allocation,project management,1
plan resource allocation,reputation management,1
plan resource allocation,rhetoric,1
plan resource allocation,risk management,1
plan resource allocation,security of assets legislation,1
plan resource allocation,semiconductors,1
plan resource allocation,show diplomacy,1
plan resource allocation,solar energy,1
semiconductors,show diplomacy,1
show diplomacy,solar energy,1
show diplomacy,solve problems,1
policy analysis,reputation management,1
policy analysis,rhetoric,1
policy analysis,risk management,1
policy analysis,security of assets legislation,1
policy analysis,semiconductors,1
policy analysis,show diplomacy,1
policy analysis,solar energy,1
policy analysis,solve problems,1
project management,reputation management,1
project management,security of assets legislation,1
project management,show diplomacy,1
reputation management,rhetoric,1
reputation management,risk management,1
Dataset Manipulation,offer financial services,1
Dataset Manipulation,operational research,1
Dataset Manipulation,solve problems,1
reputation management,solar energy,1
reputation management,solve problems,1
rhetoric,security of assets legislation,1
rhetoric,semiconductors,1
rhetoric,show diplomacy,1
rhetoric,solar energy,1
rhetoric,solve problems,1
risk management,security of assets legislation,1
risk management,show diplomacy,1
security of assets legislation,semiconductors,1
security of assets legislation,show diplomacy,1
security of assets legislation,solar energy,1
security of assets legislation,solve problems,1
Microsoft Excel,operational research,1
SQL,analyse own performance,1
SQL,develop strategy to solve problems,1
solar energy,solve problems,1
Dataset Manipulation,Microsoft Excel,1
Dataset Manipulation,SQL,1
Dataset Manipulation,analyse own performance,1
Dataset Manipulation,business analysis,1
Dataset Manipulation,communication,1
Dataset Manipulation,data visualisation software,1
Dataset Manipulation,develop strategy to solve problems,1
Dataset Manipulation,engage with stakeholders,1
Dataset Manipulation,human-robot collaboration,1
Dataset Manipulation,identify process improvements,1
Dataset Manipulation,make data-driven decisions,1
Dataset Manipulation,management consulting,1
analyse own performance,human-robot collaboration,1
analyse own performance,identify process improvements,1
analyse own performance,make data-driven decisions,1
analyse own performance,management consulting,1
analyse own performance,offer financial services,1
Dataset Manipulation,statistics,1
Microsoft Excel,analyse own performance,1
Microsoft Excel,business analysis,1
Microsoft Excel,communication,1
Microsoft Excel,develop strategy to solve problems,1
Microsoft Excel,engage with stakeholders,1
Microsoft Excel,human-robot collaboration,1
Microsoft Excel,identify process improvements,1
Microsoft Excel,make data-driven decisions,1
Microsoft Excel,management consulting,1
Microsoft Excel,offer financial services,1
communication,operational research,1
data visualisation software,develop strategy to solve problems,1
data visualisation software,human-robot collaboration,1
data visualisation software,management consulting,1
data visualisation software,offer financial services,1
SQL,human-robot collaboration,1
SQL,identify process improvements,1
SQL,make data-driven decisions,1
SQL,management consulting,1
SQL,offer financial services,1
SQL,operational research,1
analyse own performance,business analysis,1
analyse own performance,communication,1
analyse own performance,data visualisation software,1
analyse own performance,develop strategy to solve problems,1
analyse own performance,engage with stakeholders,1
engage with stakeholders,management consulting,1
engage with stakeholders,offer financial services,1
engage with stakeholders,operational research,1
human-robot collaboration,identify process improvements,1
human-robot collaboration,make data-driven decisions,1
analyse own performance,operational research,1
analyse own performance,solve problems,1
analyse own performance,statistics,1
business analysis,develop strategy to solve problems,1
business analysis,make data-driven decisions,1
business analysis,management consulting,1
business analysis,offer financial services,1
business analysis,operational research,1
communication,develop strategy to solve problems,1
communication,management consulting,1
communication,offer financial services,1
management consulting,offer financial services,1
management consulting,operational research,1
management consulting,solve problems,1
management consulting,statistics,1
offer financial services,operational research,1
data visualisation software,operational research,1
develop strategy to solve problems,engage with stakeholders,1
develop strategy to solve problems,human-robot collaboration,1
develop strategy to solve problems,identify process improvements,1
develop strategy to solve problems,make data-driven decisions,1
develop strategy to solve problems,management consulting,1
develop strategy to solve problems,offer financial services,1
develop strategy to solve problems,operational research,1
develop strategy to solve problems,solve problems,1
develop strategy to solve problems,statistics,1
engage with stakeholders,make data-driven decisions,1
human-robot collaboration,offer financial services,1
human-robot collaboration,operational research,1
identify process improvements,make data-driven decisions,1
identify process improvements,management consulting,1
identify process improvements,offer financial services,1
R,Software Development Life Cycle,1
R,digital identity management,1
R,distributed computing,1
SQL,Software Development Life Cycle,1
Jenkins (tools for software configuration management),Software Development Life Cycle,1
Jenkins (tools for software configuration management),digital identity management,1
identify process improvements,operational research,1
make data-driven decisions,management consulting,1
make data-driven decisions,offer financial services,1
make data-driven decisions,operational research,1
make data-driven decisions,solve problems,1
Microsoft SharePoint,continuous improvement philosophies,1
offer financial services,solve problems,1
offer financial services,statistics,1
operational research,solve problems,1
operational research,statistics,1
data analytics,data science,1
data analytics,process data,1
data analytics,solve problems,1
data analytics,statistical modeling techniques,1
data analytics,think critically,1
data science,data visualisation software,1
data science,process data,1
data science,solve problems,1
data science,statistical modeling techniques,1
data science,think critically,1
human-robot collaboration,management consulting,1
System Integration,business processes,1
System Integration,business requirements techniques,1
data visualisation software,statistical modeling techniques,1
data visualisation software,think critically,1
machine learning,think critically,1
process data,statistical modeling techniques,1
process data,think critically,1
process data,use computer telephony integration,1
solve problems,statistical modeling techniques,1
statistical modeling techniques,think critically,1
think critically,use computer telephony integration,1
Microsoft SharePoint,System Integration,1
Microsoft SharePoint,apply change management,1
Microsoft SharePoint,business analysis,1
Microsoft SharePoint,business processes,1
Microsoft SharePoint,business requirements techniques,1
apply change management,business analysis,1
apply change management,business processes,1
Microsoft SharePoint,data models,1
Microsoft SharePoint,hardware testing methods,1
Microsoft SharePoint,lean manufacturing,1
Microsoft SharePoint,liaise with quality assurance,1
Microsoft SharePoint,manage system testing,1
Microsoft SharePoint,natural gas,1
Microsoft SharePoint,plan,1
Microsoft SharePoint,project management,1
Microsoft SharePoint,provide user documentation,1
Microsoft SharePoint,solar energy,1
Microsoft SharePoint,system design,1
Microsoft SharePoint,think creatively,1
System Integration,apply change management,1
System Integration,business analysis,1
business analysis,hardware testing methods,1
business analysis,lean manufacturing,1
System Integration,computer programming,1
System Integration,continuous improvement philosophies,1
System Integration,data models,1
System Integration,hardware testing methods,1
System Integration,lean manufacturing,1
System Integration,liaise with quality assurance,1
System Integration,manage system testing,1
System Integration,natural gas,1
System Integration,plan,1
System Integration,project management,1
System Integration,provide user documentation,1
System Integration,solar energy,1
System Integration,system design,1
System Integration,think creatively,1
business requirements techniques,hardware testing methods,1
business requirements techniques,lean manufacturing,1
apply change management,business requirements techniques,1
apply change management,computer programming,1
apply change management,continuous improvement philosophies,1
apply change management,data models,1
apply change management,hardware testing methods,1
apply change management,lean manufacturing,1
apply change management,liaise with quality assurance,1
apply change management,manage system testing,1
apply change management,natural gas,1
apply change management,project management,1
apply change management,provide user documentation,1
apply change management,solar energy,1
apply change management,system design,1
business analysis,continuous improvement philosophies,1
computer programming,system design,1
continuous improvement philosophies,data models,1
continuous improvement philosophies,hardware testing methods,1
continuous improvement philosophies,lean manufacturing,1
business analysis,provide user documentation,1
business processes,continuous improvement philosophies,1
business processes,data models,1
business processes,lean manufacturing,1
business processes,manage system testing,1
business processes,natural gas,1
business processes,provide user documentation,1
business processes,solar energy,1
business processes,system design,1
business processes,think creatively,1
business requirements techniques,continuous improvement philosophies,1
business requirements techniques,data models,1
data models,liaise with quality assurance,1
data models,manage system testing,1
data models,plan,1
data models,provide user documentation,1
data models,system design,1
hardware testing methods,lean manufacturing,1
business requirements techniques,liaise with quality assurance,1
business requirements techniques,manage system testing,1
business requirements techniques,plan,1
business requirements techniques,project management,1
business requirements techniques,provide user documentation,1
business requirements techniques,solar energy,1
business requirements techniques,system design,1
computer programming,continuous improvement philosophies,1
computer programming,lean manufacturing,1
computer programming,provide user documentation,1
lean manufacturing,provide user documentation,1
lean manufacturing,solar energy,1
lean manufacturing,system design,1
lean manufacturing,think creatively,1
liaise with quality assurance,manage system testing,1
liaise with quality assurance,provide user documentation,1
continuous improvement philosophies,liaise with quality assurance,1
continuous improvement philosophies,manage system testing,1
continuous improvement philosophies,natural gas,1
continuous improvement philosophies,plan,1
continuous improvement philosophies,project management,1
continuous improvement philosophies,provide user documentation,1
continuous improvement philosophies,solar energy,1
continuous improvement philosophies,system design,1
continuous improvement philosophies,think creatively,1
data models,lean manufacturing,1
natural gas,system design,1
plan,provide user documentation,1
project management,provide user documentation,1
project management,system design,1
provide user documentation,solar energy,1
provide user documentation,system design,1
provide user documentation,think creatively,1
hardware testing methods,manage system testing,1
hardware testing methods,plan,1
hardware testing methods,provide user documentation,1
hardware testing methods,system design,1
lean manufacturing,liaise with quality assurance,1
lean manufacturing,manage system testing,1
lean manufacturing,natural gas,1
lean manufacturing,plan,1
lean manufacturing,project management,1
ICT software specifications,apply basic programming skills,1
ICT software specifications,business analysis,1
ICT software specifications,comply with legal regulations,1
ICT software specifications,computer programming,1
ICT software specifications,create business process models,1
ICT software specifications,geographic information systems,1
ICT software specifications,implement corporate governance,1
ICT software specifications,integrate system components,1
ICT software specifications,interact with users to gather requirements,1
ICT software specifications,maintain information network hardware,1
liaise with quality assurance,system design,1
liaise with quality assurance,think creatively,1
manage system testing,provide user documentation,1
manage system testing,think creatively,1
natural gas,plan,1
natural gas,provide user documentation,1
IPC standards,Network Operations,1
IPC standards,R,1
IPC standards,apply basic programming skills,1
IPC standards,business analysis,1
IPC standards,comply with legal regulations,1
IPC standards,computer programming,1
IPC standards,create business process models,1
IPC standards,geographic information systems,1
IPC standards,implement corporate governance,1
IPC standards,integrate system components,1
solar energy,system design,1
system design,think creatively,1
ICT software specifications,IPC standards,1
ICT software specifications,Microsoft Dynamics 365 Finance and Operations,1
ICT software specifications,Network Operations,1
ICT software specifications,R,1
IPC standards,tools for software configuration management,1
Microsoft Dynamics 365 Finance and Operations,Network Operations,1
Microsoft Dynamics 365 Finance and Operations,R,1
Microsoft Dynamics 365 Finance and Operations,apply basic programming skills,1
Microsoft Dynamics 365 Finance and Operations,business analysis,1
Microsoft Dynamics 365 Finance and Operations,comply with legal regulations,1
Microsoft Dynamics 365 Finance and Operations,computer programming,1
Microsoft Dynamics 365 Finance and Operations,create business process models,1
Microsoft Dynamics 365 Finance and Operations,geographic information systems,1
Microsoft Dynamics 365 Finance and Operations,implement corporate governance,1
ICT software specifications,manage system testing,1
ICT software specifications,project management,1
ICT software specifications,solar energy,1
ICT software specifications,statistics,1
ICT software specifications,tools for software configuration management,1
IPC standards,Microsoft Dynamics 365 Finance and Operations,1
Microsoft Dynamics 365 Finance and Operations,statistics,1
Microsoft Dynamics 365 Finance and Operations,tools for software configuration management,1
Network Operations,R,1
Network Operations,apply basic programming skills,1
Network Operations,business analysis,1
Network Operations,comply with legal regulations,1
Network Operations,computer programming,1
Network Operations,create business process models,1
Network Operations,geographic information systems,1
Network Operations,implement corporate governance,1
IPC standards,interact with users to gather requirements,1
IPC standards,maintain information network hardware,1
IPC standards,manage system testing,1
IPC standards,project management,1
IPC standards,solar energy,1
IPC standards,statistics,1
Network Operations,statistics,1
Network Operations,tools for software configuration management,1
R,apply basic programming skills,1
R,business analysis,1
R,comply with legal regulations,1
R,create business process models,1
R,geographic information systems,1
R,implement corporate governance,1
R,integrate system components,1
R,interact with users to gather requirements,1
Microsoft Dynamics 365 Finance and Operations,integrate system components,1
Microsoft Dynamics 365 Finance and Operations,interact with users to gather requirements,1
Microsoft Dynamics 365 Finance and Operations,maintain information network hardware,1
Microsoft Dynamics 365 Finance and Operations,manage system testing,1
Microsoft Dynamics 365 Finance and Operations,project management,1
Microsoft Dynamics 365 Finance and Operations,solar energy,1
apply basic programming skills,geographic information systems,1
apply basic programming skills,implement corporate governance,1
apply basic programming skills,integrate system components,1
apply basic programming skills,interact with users to gather requirements,1
apply basic programming skills,maintain information network hardware,1
apply basic programming skills,manage system testing,1
apply basic programming skills,project management,1
apply basic programming skills,solar energy,1
apply basic programming skills,statistics,1
apply basic programming skills,tools for software configuration management,1
Network Operations,integrate system components,1
Network Operations,interact with users to gather requirements,1
Network Operations,maintain information network hardware,1
Network Operations,manage system testing,1
Network Operations,project management,1
Network Operations,solar energy,1
business analysis,tools for software configuration management,1
comply with legal regulations,computer programming,1
comply with legal regulations,create business process models,1
comply with legal regulations,geographic information systems,1
comply with legal regulations,implement corporate governance,1
comply with legal regulations,integrate system components,1
comply with legal regulations,interact with users to gather requirements,1
comply with legal regulations,maintain information network hardware,1
comply with legal regulations,manage system testing,1
comply with legal regulations,project management,1
R,maintain information network hardware,1
R,manage system testing,1
apply basic programming skills,business analysis,1
apply basic programming skills,comply with legal regulations,1
apply basic programming skills,computer programming,1
apply basic programming skills,create business process models,1
computer programming,integrate system components,1
computer programming,maintain information network hardware,1
create business process models,geographic information systems,1
create business process models,implement corporate governance,1
create business process models,integrate system components,1
create business process models,interact with users to gather requirements,1
create business process models,maintain information network hardware,1
create business process models,manage system testing,1
create business process models,project management,1
create business process models,solar energy,1
business analysis,comply with legal regulations,1
business analysis,create business process models,1
business analysis,geographic information systems,1
business analysis,implement corporate governance,1
business analysis,integrate system components,1
business analysis,maintain information network hardware,1
geographic information systems,manage system testing,1
geographic information systems,solar energy,1
geographic information systems,tools for software configuration management,1
implement corporate governance,integrate system components,1
implement corporate governance,interact with users to gather requirements,1
implement corporate governance,maintain information network hardware,1
implement corporate governance,manage system testing,1
implement corporate governance,project management,1
implement corporate governance,solar energy,1
implement corporate governance,statistics,1
comply with legal regulations,solar energy,1
comply with legal regulations,statistics,1
comply with legal regulations,tools for software configuration management,1
computer programming,create business process models,1
computer programming,geographic information systems,1
computer programming,implement corporate governance,1
create business process models,tools for software configuration management,1
geographic information systems,implement corporate governance,1
geographic information systems,integrate system components,1
geographic information systems,interact with users to gather requirements,1
geographic information systems,maintain information network hardware,1
Jenkins (tools for software configuration management),manage workflow processes,1
Oracle Warehouse Builder,Software Development Life Cycle,1
Oracle Warehouse Builder,analyse pipeline database information,1
Oracle Warehouse Builder,database,1
Oracle Warehouse Builder,digital identity management,1
Oracle Warehouse Builder,distributed computing,1
Full Stack Development,Jenkins (tools for software configuration management),1
Full Stack Development,Oracle Warehouse Builder,1
Full Stack Development,Python,1
Full Stack Development,R,1
Full Stack Development,SQL,1
implement corporate governance,tools for software configuration management,1
integrate system components,interact with users to gather requirements,1
integrate system components,maintain information network hardware,1
integrate system components,manage system testing,1
integrate system components,project management,1
integrate system components,solar energy,1
integrate system components,statistics,1
integrate system components,tools for software configuration management,1
interact with users to gather requirements,maintain information network hardware,1
interact with users to gather requirements,manage system testing,1
interact with users to gather requirements,tools for software configuration management,1
maintain information network hardware,manage system testing,1
maintain information network hardware,project management,1
maintain information network hardware,solar energy,1
maintain information network hardware,statistics,1
create business process models,statistics,1
maintain information network hardware,tools for software configuration management,1
manage system testing,tools for software configuration management,1
solar energy,tools for software configuration management,1
statistics,tools for software configuration management,1
Workflow Management,business knowledge,1
Workflow Management,computer programming,1
Workflow Management,data mining,1
Workflow Management,data science,1
Workflow Management,develop campaigns,1
Workflow Management,identify process improvements,1
Workflow Management,make decisions,1
Workflow Management,quantitative analysis,1
Workflow Management,root cause analysis,1
Workflow Management,statistics,1
business knowledge,computer programming,1
business knowledge,data mining,1
business knowledge,data science,1
business knowledge,develop campaigns,1
business knowledge,identify process improvements,1
business knowledge,make decisions,1
business knowledge,quantitative analysis,1
business knowledge,root cause analysis,1
business knowledge,statistics,1
computer programming,develop campaigns,1
computer programming,quantitative analysis,1
computer programming,root cause analysis,1
data mining,make decisions,1
data mining,quantitative analysis,1
data mining,root cause analysis,1
data science,develop campaigns,1
data science,make decisions,1
data science,quantitative analysis,1
data science,root cause analysis,1
develop campaigns,identify process improvements,1
develop campaigns,make decisions,1
develop campaigns,quantitative analysis,1
develop campaigns,root cause analysis,1
identify process improvements,quantitative analysis,1
identify process improvements,root cause analysis,1
make decisions,quantitative analysis,1
make decisions,root cause analysis,1
quantitative analysis,root cause analysis,1
Unsupervised Learning,cloud technologies,1
Unsupervised Learning,computer programming,1
Unsupervised Learning,computer simulation,1
Unsupervised Learning,data models,1
Unsupervised Learning,data science,1
Unsupervised Learning,database management systems,1
Unsupervised Learning,lead process optimisation,1
Unsupervised Learning,machine learning,1
Unsupervised Learning,natural language processing,1
Unsupervised Learning,principles of artificial intelligence,1
Unsupervised Learning,risk management,1
Unsupervised Learning,statistics,1
Unsupervised Learning,use computer telephony integration,1
Unsupervised Learning,web programming,1
cloud technologies,computer simulation,1
cloud technologies,lead process optimisation,1
cloud technologies,natural language processing,1
cloud technologies,web programming,1
computer programming,lead process optimisation,1
computer simulation,data science,1
computer simulation,database management systems,1
computer simulation,principles of artificial intelligence,1
SQL,seismic measurement techniques,1
SQL,simplify communication in maritime management,1
computer simulation,risk management,1
computer simulation,use computer telephony integration,1
computer simulation,web programming,1
data models,natural language processing,1
data models,web programming,1
data science,database management systems,1
data science,lead process optimisation,1
data science,natural language processing,1
data science,principles of artificial intelligence,1
data science,risk management,1
data science,web programming,1
database management systems,lead process optimisation,1
database management systems,principles of artificial intelligence,1
database management systems,web programming,1
seismic measurement techniques,simplify communication in maritime management,1
seismic measurement techniques,ski,1
lead process optimisation,principles of artificial intelligence,1
lead process optimisation,risk management,1
lead process optimisation,use computer telephony integration,1
lead process optimisation,web programming,1
machine learning,web programming,1
natural language processing,risk management,1
natural language processing,use computer telephony integration,1
natural language processing,web programming,1
principles of artificial intelligence,risk management,1
principles of artificial intelligence,web programming,1
risk management,web programming,1
use computer telephony integration,web programming,1
SQL,execute integration testing,1
SQL,perform software unit testing,1
Requirements Elicitation,risk management,1
Requirements Elicitation,social development,1
blockchain consensus mechanisms,execute integration testing,1
blockchain consensus mechanisms,perform software unit testing,1
blockchain consensus mechanisms,seismic measurement techniques,1
blockchain consensus mechanisms,simplify communication in maritime management,1
blockchain consensus mechanisms,ski,1
blockchain consensus mechanisms,solve problems,1
business analysis,seismic measurement techniques,1
execute integration testing,seismic measurement techniques,1
execute integration testing,simplify communication in maritime management,1
execute integration testing,solve problems,1
perform software unit testing,seismic measurement techniques,1
perform software unit testing,simplify communication in maritime management,1
perform software unit testing,ski,1
perform software unit testing,solve problems,1
framework for a safety management system,social development,1
framework for a safety management system,use computer telephony integration,1
interact with users to gather requirements,manage currency exchange risk mitigation techniques,1
seismic measurement techniques,solve problems,1
ICT project management methodologies,Requirements Elicitation,1
ICT project management methodologies,develop business case,1
ICT project management methodologies,framework for a safety management system,1
ICT project management methodologies,manage currency exchange risk mitigation techniques,1
ICT project management methodologies,social development,1
Requirements Elicitation,business analysis,1
Requirements Elicitation,develop business case,1
Requirements Elicitation,framework for a safety management system,1
Requirements Elicitation,interact with users to gather requirements,1
Requirements Elicitation,liaise with quality assurance,1
Requirements Elicitation,manage currency exchange risk mitigation techniques,1
Requirements Elicitation,plan,1
ICT project management,documentation types,1
ICT project management,integrated development environment software,1
ICT project management,interact with users to gather requirements,1
ICT project management,plan,1
Requirements Elicitation,use computer telephony integration,1
business analysis,framework for a safety management system,1
business analysis,manage currency exchange risk mitigation techniques,1
develop business case,framework for a safety management system,1
develop business case,liaise with quality assurance,1
develop business case,manage currency exchange risk mitigation techniques,1
develop business case,plan,1
framework for a safety management system,interact with users to gather requirements,1
framework for a safety management system,liaise with quality assurance,1
framework for a safety management system,manage currency exchange risk mitigation techniques,1
framework for a safety management system,plan,1
framework for a safety management system,risk management,1
System Performance Optimization,solar energy,1
System Performance Optimization,transportation software related to an ERP system,1
System Performance Optimization,types of tidal stream generators,1
System Performance Optimization,use computer telephony integration,1
liaise with quality assurance,manage currency exchange risk mitigation techniques,1
liaise with quality assurance,social development,1
manage currency exchange risk mitigation techniques,plan,1
manage currency exchange risk mitigation techniques,risk management,1
manage currency exchange risk mitigation techniques,social development,1
manage currency exchange risk mitigation techniques,use computer telephony integration,1
plan,risk management,1
plan,social development,1
ICT project management,System Performance Optimization,1
ICT project management,advise on efficiency improvements,1
ICT project management,business analysis,1
ICT project management,conduct patch testing,1
business analysis,integrated development environment software,1
business analysis,transportation software related to an ERP system,1
